elapsed_s,vm_rss_kb,vm_hwm_kb,threads,soc_temp_c,arm_clock_hz,throttled,dirty_kb,writeback_kb,mem_available_kb,vault_used_gb,dev_util_pct,dev_wmbps
1588,2506968,2506968,34,48.0,2400033792,0x0,267852,0,4346612,95,43.3,70.8
1593,2506968,2506968,34,47.4,2400030464,0x0,220584,0,4343892,96,44.5,70.8
1598,2506968,2506968,34,48.0,2400033792,0x0,189072,0,4349392,96,40.9,67.7
1603,2506972,2506972,34,46.9,2400020480,0x0,126048,0,4358372,96,46.8,73.9
1608,2506972,2506972,34,48.0,2400037120,0x0,204828,7564,4360988,97,31.2,52.1
1613,2506972,2506972,34,48.0,2400027136,0x0,238244,5844,4349768,97,33.7,54.6
1618,2506972,2506972,34,47.4,2400030464,0x0,265760,9772,4355028,97,35.9,56.7
1623,2506972,2506972,34,48.0,2400030464,0x0,346760,0,4354344,98,28.3,46.0
1628,2506976,2506976,34,47.4,2400030464,0x0,299460,0,4349004,98,45.3,70.8
1633,2506976,2506976,34,46.9,2400020480,0x0,252192,0,4344508,98,44.1,70.8
1638,2506976,2506976,34,48.5,2400023808,0x0,220688,0,4350388,99,43.4,67.7
1644,2506976,2506976,34,47.4,2400030464,0x0,202616,0,4345228,99,44.1,70.8
1649,2506976,2506976,34,46.9,2400033792,0x0,157572,0,4359492,99,44.9,70.8
1654,2506980,2506980,34,48.0,2400030464,0x0,293372,6164,4344464,99,23.0,34.3
1659,2506980,2506980,34,46.3,2400037120,0x0,322792,23948,4349592,100,31.1,53.8
1664,2506980,2506980,34,48.0,2400037120,0x0,331036,0,4352164,100,39.6,62.8
1669,2506980,2506980,34,45.8,2400030464,0x0,283732,0,4354128,100,43.5,70.8
1674,2506980,2506980,34,46.3,2400033792,0x0,189168,0,4355036,101,53.2,80.0
1679,2506984,2506984,34,47.4,2400030464,0x0,174100,0,4360336,101,40.8,67.7
1684,2506984,2506984,34,47.4,2400030464,0x0,174172,6716,4354324,101,41.9,64.7
1689,2506984,2506984,34,48.0,2400030464,0x0,196720,8208,4352124,102,37.9,56.2
1694,2506984,2506984,34,46.9,2400033792,0x0,282340,8832,4350756,102,25.2,45.0
1699,2506984,2506984,34,46.9,2400033792,0x0,309364,13480,4348940,102,36.4,55.9
1704,2506988,2506988,34,45.8,2400020480,0x0,315136,0,4347032,102,37.5,61.6
1709,2506988,2506988,34,46.3,2400020480,0x0,283716,0,4351924,103,43.0,67.7
1715,2506988,2506988,34,47.4,2400033792,0x0,252052,0,4351652,103,44.8,70.8
1720,2506988,2506988,34,48.0,2400030464,0x0,236472,0,4347368,103,41.1,67.7
1725,2506988,2506988,34,46.9,2400020480,0x0,204960,0,4360440,104,42.8,67.7
1730,2506992,2506992,34,46.9,2400033792,0x0,189200,0,4343976,104,38.9,64.7
1735,2506992,2506992,34,46.9,2400037120,0x0,173480,0,4338052,104,40.2,64.7
1740,2506992,2506992,34,46.3,2400017408,0x0,314108,8676,4350304,105,20.4,34.1
1745,2506992,2506992,34,47.4,2400023808,0x0,378260,0,4348552,105,30.8,49.1
1750,2506992,2506992,34,47.4,2400037120,0x0,299376,0,4352500,105,50.1,77.0
1755,2506996,2506996,34,47.4,2400027136,0x0,283616,0,4356900,106,42.4,70.8
1760,2506996,2506996,34,47.4,2400027136,0x0,204836,0,4352168,106,49.2,77.0
1765,2506996,2506996,34,47.4,2400037120,0x0,157568,68,4356416,106,42.7,70.8
1770,2506996,2506996,34,47.4,2400020480,0x0,167324,21752,4359056,106,35.5,56.9
1775,2506996,2506996,34,46.9,2400023808,0x0,189072,15756,4362580,107,35.5,58.3
1780,2506996,2506996,34,46.9,2400023808,0x0,302936,12384,4358896,107,24.1,40.3
1786,2507000,2507000,34,46.3,2400020480,0x0,315236,0,4386800,107,39.3,60.0
1791,2507000,2507000,34,46.9,2400023808,0x0,283716,0,4352028,108,45.9,73.9
1796,2507000,2507000,34,46.3,2400020480,0x0,252220,0,4349204,108,43.9,67.7
1801,2507000,2507000,34,46.9,2400033792,0x0,204836,0,4351264,108,43.0,70.8
1806,2507000,2507000,34,47.4,2400033792,0x0,173324,0,4342148,109,43.0,67.7
1811,2507004,2507004,34,47.4,2400030464,0x0,126116,96,4346780,109,43.3,70.8
1816,2507004,2507004,34,46.9,2400033792,0x0,200116,12448,4350904,109,28.1,45.5
1821,2507004,2507004,34,46.9,2400030464,0x0,237980,7732,4379720,109,36.2,55.9
1826,2507004,2507004,34,47.4,2400033792,0x0,354464,15688,4350256,110,24.7,43.4
1831,2507004,2507004,34,45.8,2400023808,0x0,331020,0,4354412,110,43.8,67.7
1836,2507008,2507008,34,46.9,2400017408,0x0,267980,0,4348276,110,44.2,73.9
1841,2507008,2507008,34,46.9,2400020480,0x0,220692,0,4350368,111,46.8,70.8
1846,2507008,2507008,34,45.8,2400023808,0x0,173400,0,4350528,111,43.8,70.8
1851,2507008,2507008,34,47.4,2400030464,0x0,126140,96,4352956,111,46.1,70.8
1856,2507008,2507008,34,46.3,2400027136,0x0,200488,11608,4373808,112,29.9,47.1
1862,2507012,2507012,34,48.5,2400027136,0x0,245864,8140,4351316,112,33.6,58.1
1867,2507012,2507012,34,47.4,2400033792,0x0,291312,17200,4357260,112,34.6,53.4
1872,2507012,2507012,34,45.2,2400017408,0x0,346776,0,4352424,113,31.5,50.8
1877,2507012,2507012,34,46.9,2400030464,0x0,236476,0,4348832,113,50.3,83.1
1882,2507012,2507012,34,47.4,2400023808,0x0,173436,0,4353608,113,45.3,73.9
1887,2507016,2507016,34,46.9,2400017408,0x0,141884,0,4345340,113,44.3,67.7
1892,2507016,2507016,34,45.8,2400030464,0x0,144348,13436,4366216,114,39.4,59.8
1897,2507016,2507016,34,47.4,2400030464,0x0,196980,8044,4349180,114,35.2,57.6
1902,2507016,2507016,34,46.3,2400027136,0x0,244072,15688,4344992,114,33.6,51.2
1907,2507016,2507016,34,46.9,2400027136,0x0,242876,9220,4354124,115,38.6,63.9
1912,2507020,2507020,34,46.9,2400030464,0x0,166800,14196,4347324,115,48.6,75.4
1917,2507020,2507020,34,47.4,2400027136,0x0,157560,15756,4345356,115,37.2,62.6
1922,2507020,2507020,34,47.4,2400030464,0x0,225792,18208,4339856,116,30.8,47.9
1927,2507020,2507020,34,46.9,2400033792,0x0,267860,7636,4351208,116,34.4,55.3
1933,2507020,2507020,34,45.8,2400037120,0x0,336584,10212,4350560,116,31.6,53.4
1938,2507024,2507024,34,46.9,2400020480,0x0,315248,0,4337004,117,42.2,67.2
1943,2507024,2507024,34,45.8,2400027136,0x0,267972,0,4338416,117,42.0,70.8
1948,2507024,2507024,34,46.9,2400033792,0x0,252096,0,4352720,117,40.0,64.6
1953,2507024,2507024,34,46.3,2400030464,0x0,173320,0,4350296,117,47.9,77.0
1958,2507024,2507024,34,46.3,2400027136,0x0,141804,0,4343432,118,41.0,67.7
1963,2507028,2507028,34,46.3,2400017408,0x0,142376,15200,4355576,118,39.3,59.3
1968,2507028,2507028,34,47.4,2400030464,0x0,183736,5352,4358812,118,35.9,62.0
1973,2507028,2507028,34,46.9,2400033792,0x0,303120,12120,4341576,119,23.0,37.2
1978,2507028,2507028,34,46.9,2400030464,0x0,237764,7020,4344368,119,46.5,74.6
1983,2507028,2507028,34,47.4,2400033792,0x0,291260,15808,4369908,119,31.9,49.3
1988,2507032,2507032,34,45.8,2400033792,0x0,331044,0,4346436,120,38.8,56.4
1993,2507032,2507032,34,46.9,2400017408,0x0,220632,0,4344392,120,48.5,83.1
1998,2507032,2507032,34,46.3,2400027136,0x0,189080,0,4360640,120,43.7,67.7
2004,2507032,2507032,34,47.4,2400027136,0x0,173324,0,4359664,120,41.7,70.8
2009,2507032,2507032,34,46.3,2400037120,0x0,149472,8112,4349092,121,42.1,64.9
2014,2507036,2507036,34,46.9,2400030464,0x0,126060,0,4353560,121,39.9,67.5
2019,2507036,2507036,34,46.9,2400037120,0x0,245272,7120,4346568,121,25.0,38.3
2024,2507036,2507036,34,46.9,2400037120,0x0,330992,15760,4347048,122,27.5,43.0
2029,2507036,2507036,34,45.8,2400033792,0x0,264108,11472,4350128,122,45.3,75.3
2034,2507036,2507036,34,45.8,2400027136,0x0,315256,0,4357024,122,34.7,52.8
2039,2507040,2507040,34,45.8,2400023808,0x0,410412,15688,4359188,123,25.6,44.6
2044,2507040,2507040,34,46.3,2400033792,0x0,409860,7512,4341692,123,36.4,66.0
2049,2507040,2507040,34,47.4,2400020480,0x0,409796,16,4344576,123,38.2,61.8
2054,2507040,2507040,34,46.9,2400033792,0x0,330996,0,4333920,124,46.6,77.0
2059,2507040,2507040,34,46.9,2400020480,0x0,267984,0,4337000,124,47.2,73.9
2064,2507044,2507044,34,46.9,2400033792,0x0,252232,0,4344904,124,38.7,64.7
2069,2507044,2507044,34,46.9,2400037120,0x0,252208,0,4339432,124,44.5,67.7
2075,2507044,2507044,34,48.0,2400033792,0x0,220692,0,4345128,125,42.2,67.7
2080,2507044,2507044,34,47.4,2400030464,0x0,173444,0,4359472,125,45.1,70.8
2085,2507044,2507044,34,47.4,2400023808,0x0,157660,0,4338896,125,40.1,64.7
2090,2507048,2507048,34,46.3,2400027136,0x0,157676,0,4341624,126,38.8,61.6
2095,2507048,2507048,34,48.0,2400027136,0x0,141920,0,4337044,126,42.3,64.7
2100,2507048,2507048,34,48.0,2400027136,0x0,117888,8236,4350172,126,38.0,65.7
2105,2507048,2507048,34,48.0,2400037120,0x0,257072,14044,4357312,127,25.0,39.5
2110,2507048,2507048,34,48.5,2400020480,0x0,244024,8208,4345468,127,38.7,64.7
2115,2507052,2507052,34,48.0,2400027136,0x0,346780,0,4346144,127,26.9,42.6
2120,2507052,2507052,34,46.9,2400033792,0x0,299372,0,4342796,128,46.7,70.8
2125,2507052,2507052,34,48.0,2400030464,0x0,267964,0,4354708,128,39.6,67.7
2130,2507052,2507052,34,48.0,2400037120,0x0,252104,0,4342408,128,41.8,64.6
2136,2507052,2507052,34,47.4,2400030464,0x0,220600,0,4384976,128,40.1,67.7
2141,2507056,2507056,34,48.0,2400033792,0x0,204836,0,4349800,129,45.1,70.8
2146,2507056,2507056,34,48.5,2400023808,0x0,173324,0,4342524,129,40.1,67.7
2151,2507056,2507056,34,49.0,2400027136,0x0,141804,0,4347440,129,43.1,67.7
2156,2507056,2507056,34,47.4,2400030464,0x0,154060,3516,4344540,130,35.5,59.7
2161,2507056,2507056,34,47.4,2400020480,0x0,196688,19848,4342020,130,31.2,51.6
2166,2507060,2507060,34,48.5,2400030464,0x0,246692,5536,4340784,130,34.7,51.8
2171,2507060,2507060,34,49.0,2400033792,0x0,192504,19888,4357000,131,43.1,70.8
2176,2507060,2507060,34,49.6,2400020480,0x0,199348,13172,4345000,131,44.5,67.0
2181,2507060,2507060,34,49.0,2400037120,0x0,267968,23348,4346324,131,28.7,47.2
2186,2507060,2507060,34,48.5,2400027136,0x0,322808,8216,4343480,131,33.5,53.1
2191,2507064,2507064,34,49.0,2400033792,0x0,315236,0,4336612,132,41.4,63.7
2196,2507064,2507064,34,48.5,2400020480,0x0,283728,0,4348196,132,41.3,67.7
2201,2507064,2507064,34,48.5,2400030464,0x0,267960,0,4343908,132,41.0,64.7
2206,2507064,2507064,34,48.5,2400020480,0x0,252212,0,4355300,133,39.3,64.7
2212,2507064,2507064,34,48.0,2400033792,0x0,267956,0,4333756,133,42.0,64.7
2217,2507068,2507068,34,49.6,2400020480,0x0,236348,0,4338204,133,41.6,67.7
2222,2507068,2507068,34,48.5,2400020480,0x0,204836,0,4343200,134,42.0,67.7
2227,2507068,2507068,34,48.0,2400033792,0x0,189148,0,4339904,134,42.4,64.6
2232,2507068,2507068,34,48.0,2400023808,0x0,173316,0,4345800,134,38.7,64.7
2237,2507068,2507068,34,49.0,2400030464,0x0,141804,0,4333432,135,42.5,67.7
2242,2507072,2507072,34,49.0,2400030464,0x0,114532,15444,4351016,135,39.0,65.2
2247,2507072,2507072,34,49.0,2400033792,0x0,331068,22512,4347416,135,14.6,24.4
2252,2507072,2507072,34,49.0,2400030464,0x0,338700,15696,4339404,135,39.9,61.1
2257,2507072,2507072,34,48.5,2400027136,0x0,331032,0,4350608,136,38.3,64.9
2262,2507072,2507072,34,48.5,2400033792,0x0,283740,0,4347312,136,45.5,70.8
2267,2507076,2507076,34,49.0,2400037120,0x0,283732,0,4344320,136,36.9,61.6
2272,2507076,2507076,34,48.0,2400027136,0x0,252212,0,4354268,137,42.7,67.7
2277,2507076,2507076,34,46.9,2400033792,0x0,196832,23856,4338456,137,43.3,69.0
2283,2507076,2507076,34,48.5,2400037120,0x0,350228,4152,4344760,137,25.0,41.5
2288,2507076,2507076,34,47.4,2400017408,0x0,362672,0,4366860,138,38.6,58.9
2293,2507080,2507080,34,48.5,2400037120,0x0,283768,0,4350572,138,45.8,77.0
2298,2507080,2507080,34,48.5,2400020480,0x0,252228,0,4349896,138,43.7,67.7
2303,2507080,2507080,34,48.5,2400033792,0x0,252228,0,4331132,138,35.9,61.6
2308,2507080,2507080,34,48.0,2400017408,0x0,409856,0,4365476,139,17.0,30.8
2313,2507080,2507080,34,48.5,2400030464,0x0,220692,7616,4355460,139,62.1,104.2
2318,2507084,2507084,34,48.0,2400037120,0x0,247672,12060,4348672,139,37.9,55.9
2323,2507084,2507084,34,48.5,2400020480,0x0,196760,23932,4336292,140,45.2,68.9
2328,2507084,2507084,34,48.0,2400033792,0x0,192636,11116,4334244,140,40.8,65.6
2333,2507084,2507084,34,48.5,2400020480,0x0,250196,8244,4343632,140,32.4,50.2
2338,2507084,2507084,34,46.9,2400033792,0x0,290140,9324,4351656,141,31.3,54.0
2343,2507084,2507084,34,48.0,2400023808,0x0,315148,0,4361320,141,36.8,56.9
2349,2507088,2507088,34,46.9,2400027136,0x0,330112,0,4350492,141,41.0,64.7
2354,2507088,2507088,34,48.5,2400023808,0x0,283616,0,4345920,142,42.7,70.8
2359,2507088,2507088,34,48.0,2400037120,0x0,252104,0,4355996,142,43.1,67.7
2364,2507088,2507088,34,46.9,2400020480,0x0,236348,0,4351384,142,39.1,64.7
2369,2507088,2507088,34,48.0,2400037120,0x0,220596,0,4349984,142,40.9,64.7
2374,2507092,2507092,34,46.9,2400020480,0x0,189080,0,4345116,143,40.9,67.7
2379,2507092,2507092,34,47.4,2400033792,0x0,157572,0,4348100,143,42.0,67.7
2384,2507092,2507092,34,48.0,2400020480,0x0,161348,0,4337512,143,39.3,64.7
2389,2507092,2507092,34,47.4,2400033792,0x0,144196,23140,4358100,144,41.6,66.3
2394,2507092,2507092,34,48.0,2400030464,0x0,174740,13044,4351908,144,36.1,57.1
2399,2507096,2507096,34,47.4,2400033792,0x0,135852,11748,4340320,144,39.9,67.5
2404,2507096,2507096,34,46.9,2400027136,0x0,202284,2676,4348376,145,32.0,49.8
2409,2507096,2507096,34,48.0,2400023808,0x0,212516,8192,4366976,145,36.4,59.2
2415,2507096,2507096,34,47.4,2400033792,0x0,299488,9192,4361524,145,31.4,51.2
2420,2507096,2507096,34,46.3,2400023808,0x0,338552,8208,4341504,146,35.6,52.9
2425,2507100,2507100,34,48.0,2400027136,0x0,315264,0,4357996,146,39.4,67.2
2430,2507100,2507100,34,47.4,2400027136,0x0,236456,0,4343140,146,51.5,77.0
2435,2507100,2507100,34,47.4,2400030464,0x0,204944,0,4347408,146,40.3,67.7
2440,2507100,2507100,34,45.8,2400017408,0x0,189180,0,4346152,147,43.6,64.7
2445,2507100,2507100,34,47.4,2400020480,0x0,157668,0,4365332,147,40.7,67.7
2450,2507104,2507104,34,48.5,2400033792,0x0,157676,0,4266916,147,44.5,67.7
2455,2507104,2507104,34,48.0,2400017408,0x0,411416,14012,4353744,148,6.4,10.4
2460,2507104,2507104,34,47.4,2400030464,0x0,322808,8328,4350540,148,47.4,79.4
2465,2507104,2507104,34,46.9,2400020480,0x0,315252,0,4343172,148,42.1,64.2
2470,2507104,2507104,34,46.9,2400030464,0x0,299500,0,4336876,149,38.2,64.7
2475,2507108,2507108,34,47.4,2400030464,0x0,283736,0,4332532,149,41.1,64.7
2480,2507108,2507108,34,47.4,2400023808,0x0,252236,0,4360888,149,40.0,67.7
2486,2507108,2507108,34,47.4,2400030464,0x0,252224,0,4352380,149,43.6,67.7
2491,2507108,2507108,34,47.4,2400020480,0x0,252232,0,4354096,150,38.7,61.6
2496,2507108,2507108,34,47.4,2400033792,0x0,267980,0,4340036,150,35.0,58.5
2501,2507112,2507112,34,47.4,2400027136,0x0,252228,0,4340220,150,41.9,64.7
2506,2507112,2507112,34,46.9,2400037120,0x0,252116,0,4343264,151,37.1,61.6
2511,2507112,2507112,34,45.8,2400030464,0x0,252108,0,4354316,151,38.3,61.6
2516,2507112,2507112,34,46.3,2400037120,0x0,220592,0,4354164,151,45.0,73.9
2521,2507112,2507112,34,47.4,2400020480,0x0,189072,0,4350428,152,42.4,67.7
2526,2507116,2507116,34,46.9,2400027136,0x0,126048,7564,4347176,152,44.0,73.2
2531,2507116,2507116,34,47.4,2400017408,0x0,133612,23996,4349544,152,36.1,57.7
2536,2507116,2507116,34,47.4,2400030464,0x0,186032,10688,4340048,153,33.4,53.9
2541,2507116,2507116,34,46.3,2400037120,0x0,199936,12580,4354480,153,35.6,58.0
2547,2507116,2507116,34,46.9,2400027136,0x0,362520,0,4350720,153,19.1,31.3
2552,2507120,2507120,34,46.3,2400027136,0x0,283680,0,4371336,153,54.8,83.1
2557,2507120,2507120,34,47.4,2400037120,0x0,236344,0,4347048,154,42.2,70.8
2562,2507120,2507120,34,46.9,2400033792,0x0,189072,0,4347720,154,46.1,70.8
2567,2507120,2507120,34,45.8,2400020480,0x0,189608,7140,4343108,154,35.7,61.6
2572,2507120,2507120,34,46.9,2400033792,0x0,394032,0,4346844,155,13.2,21.6
2577,2507124,2507124,34,46.9,2400027136,0x0,315220,0,4359360,155,47.4,77.0
2582,2507124,2507124,34,46.9,2400027136,0x0,220688,0,4371828,155,50.6,80.0
2587,2507124,2507124,34,46.9,2400027136,0x0,157692,0,4343296,156,49.5,80.1
2592,2507124,2507124,34,47.4,2400033792,0x0,267968,15772,4370636,156,22.8,38.1
2597,2507124,2507124,34,46.9,2400033792,0x0,394044,0,4337824,156,26.8,38.9
2602,2507128,2507128,34,46.3,2400020480,0x0,283740,0,4346420,156,49.8,83.1
2607,2507128,2507128,34,46.3,2400033792,0x0,220676,0,4351232,157,48.8,73.9
2612,2507128,2507128,34,46.9,2400033792,0x0,245896,13780,4338748,157,31.9,55.3
2617,2507128,2507128,34,45.8,2400030464,0x0,394052,0,4364988,157,21.3,34.1
2623,2507128,2507128,34,46.9,2400037120,0x0,346656,23320,4351364,158,42.8,73.4
2628,2507132,2507132,34,46.3,2400033792,0x0,402292,23240,4349392,158,27.6,51.3
2633,2507132,2507132,34,46.9,2400030464,0x0,393924,7564,4214724,158,41.3,65.2
2638,2507132,2507132,34,47.4,2400027136,0x0,204960,15772,4346696,159,58.3,97.2
2643,2507132,2507132,34,46.9,2400030464,0x0,246028,6184,4356528,159,36.7,54.9
2648,2507132,2507132,34,46.9,2400023808,0x0,165372,23816,4354948,159,44.5,74.9
2653,2507136,2507136,34,47.4,2400027136,0x0,346772,0,4361108,160,19.5,29.6
2658,2507136,2507136,34,47.4,2400017408,0x0,315280,0,4352568,160,47.2,73.9
2663,2507136,2507136,34,47.4,2400030464,0x0,283752,0,4348484,160,40.6,67.8
2668,2507136,2507136,34,47.4,2400017408,0x0,283616,0,4349960,160,38.6,61.6
2673,2507136,2507136,34,46.3,2400037120,0x0,252232,0,4350112,161,40.9,67.7
2678,2507140,2507140,34,45.8,2400027136,0x0,228164,15808,4330680,161,40.0,64.4
2683,2507140,2507140,34,45.2,2400027136,0x0,130856,18524,4333208,161,50.0,81.0
2688,2507140,2507140,34,45.8,2400033792,0x0,110300,0,4348928,162,43.5,67.1
2694,2507140,2507140,34,46.9,2400037120,0x0,126056,0,4337220,162,39.2,64.7
2699,2507140,2507140,34,47.4,2400017408,0x0,173324,7564,4336504,162,32.2,52.8
2704,2507144,2507144,34,46.9,2400027136,0x0,409792,0,4343576,163,10.2,15.0
2709,2507144,2507144,34,45.8,2400033792,0x0,299380,0,4338212,163,52.2,83.1
2714,2507144,2507144,34,46.3,2400020480,0x0,236348,0,4336320,163,45.9,73.9
2719,2507144,2507144,34,46.9,2400037120,0x0,157572,0,4362736,163,47.3,77.0
2724,2507144,2507144,34,48.0,2400030464,0x0,126056,0,4349552,164,42.1,67.7
2729,2507148,2507148,34,47.4,2400020480,0x0,157568,0,4332360,164,39.0,61.6
2734,2507148,2507148,34,47.4,2400027136,0x0,141812,0,4338104,164,38.5,64.7
2739,2507148,2507148,34,47.4,2400023808,0x0,126128,44,4357088,165,44.5,64.7
2744,2507148,2507148,34,47.4,2400023808,0x0,217616,7244,4346632,165,24.9,44.2
2749,2507148,2507148,34,45.8,2400033792,0x0,198776,6164,4358060,165,42.5,65.1
2754,2507152,2507152,34,47.4,2400030464,0x0,222848,5480,4332504,166,33.9,56.3
2759,2507152,2507152,34,46.3,2400033792,0x0,206108,7444,4340020,166,39.2,65.2
2765,2507152,2507152,34,47.4,2400027136,0x0,369408,0,4336484,166,23.3,33.9
2770,2507152,2507152,34,48.0,2400030464,0x0,267968,0,4365780,167,50.8,83.1
2775,2507152,2507152,34,48.0,2400030464,0x0,236452,0,4339664,167,45.3,67.7
2780,2507156,2507156,34,46.9,2400027136,0x0,236480,0,4343532,167,36.1,61.6
2785,2507156,2507156,34,48.5,2400033792,0x0,204912,0,4362336,167,44.4,67.7
2790,2507156,2507156,34,48.0,2400027136,0x0,173428,0,4348496,168,40.9,67.7
2795,2507156,2507156,34,48.0,2400030464,0x0,141908,0,4328044,168,44.8,67.7
2800,2507156,2507156,34,46.9,2400033792,0x0,149760,0,4328216,168,40.1,61.6
2805,2507160,2507160,34,46.9,2400027136,0x0,157684,0,4346744,169,40.2,64.7
2810,2507160,2507160,34,46.9,2400020480,0x0,149492,8192,4354532,169,40.7,63.2
2815,2507160,2507160,34,47.4,2400033792,0x0,126156,0,4343912,169,40.9,66.1
2820,2507160,2507160,34,48.0,2400030464,0x0,144480,13164,4359400,170,35.8,56.1
2825,2507160,2507160,34,48.0,2400027136,0x0,116020,10136,4333604,170,42.0,68.2
2830,2507164,2507164,34,49.0,2400033792,0x0,110396,0,4343168,170,40.8,63.5
2836,2507164,2507164,34,48.5,2400017408,0x0,412260,0,4347448,171,4.2,6.9
2841,2507164,2507164,34,48.5,2400030464,0x0,322864,15704,4342100,171,48.4,78.9
2846,2507164,2507164,34,47.4,2400033792,0x0,331004,0,4360388,171,38.8,62.1
2851,2507164,2507164,34,48.0,2400030464,0x0,283732,0,4337352,171,45.3,70.8
2856,2507164,2507164,34,48.5,2400033792,0x0,299496,0,4348012,172,34.2,58.5
2861,2507168,2507168,34,47.4,2400020480,0x0,283744,0,4351976,172,41.0,64.7
2866,2507168,2507168,34,48.5,2400033792,0x0,204964,0,4343264,172,46.1,77.0
2871,2507168,2507168,34,48.5,2400033792,0x0,200032,0,4349792,173,41.3,64.7
2876,2507168,2507168,34,50.1,2400037120,0x0,204836,0,4343412,173,38.8,64.6
2881,2507168,2507168,34,48.0,2400020480,0x0,189072,0,4344364,173,40.9,64.7
2886,2507172,2507172,34,49.6,2400027136,0x0,189080,0,4348812,174,37.6,61.6
2891,2507172,2507172,34,49.0,2400027136,0x0,173316,0,4349184,174,40.2,64.7
2896,2507172,2507172,34,49.0,2400027136,0x0,157560,0,4341260,174,42.3,64.7
2901,2507172,2507172,34,48.5,2400037120,0x0,157560,0,4352964,174,35.7,61.6
2907,2507172,2507172,34,49.0,2400037120,0x0,141804,0,4345580,175,41.8,64.7
2912,2507176,2507176,34,48.0,2400027136,0x0,157652,72,4348300,175,37.5,64.7
2917,2507176,2507176,34,50.1,2400033792,0x0,157560,0,4343228,175,39.5,61.6
2922,2507176,2507176,34,49.0,2400030464,0x0,189076,0,4339176,176,32.8,55.4
2927,2507176,2507176,34,48.5,2400027136,0x0,189072,0,4357048,176,39.3,61.6
2932,2507176,2507176,34,49.0,2400033792,0x0,126048,7564,4342040,176,46.5,73.7
2937,2507180,2507180,34,49.6,2400030464,0x0,126048,0,4339408,177,36.0,61.8
2942,2507180,2507180,34,48.0,2400020480,0x0,126048,0,4369500,177,39.5,61.6
2947,2507180,2507180,34,48.5,2400023808,0x0,141804,140,4347924,177,37.6,64.7
2952,2507180,2507180,34,49.0,2400033792,0x0,394112,15852,4334256,178,6.2,10.3
2957,2507180,2507180,34,49.6,2400033792,0x0,310724,12224,4323960,178,50.1,79.1
2962,2507184,2507184,34,49.0,2400033792,0x0,268044,23256,4338624,178,38.7,66.8
2967,2507184,2507184,34,49.0,2400027136,0x0,315256,0,4341940,178,36.1,56.4
2972,2507184,2507184,34,48.0,2400023808,0x0,267988,0,4344288,179,42.2,70.8
2977,2507184,2507184,34,49.0,2400023808,0x0,267992,0,4362660,179,38.8,61.6
2983,2507184,2507184,34,48.0,2400037120,0x0,283620,0,4338112,179,38.2,64.7
2988,2507188,2507188,34,47.4,2400037120,0x0,283768,0,4340948,180,39.0,61.6
2993,2507188,2507188,34,49.6,2400037120,0x0,268000,0,4333000,180,40.8,64.7
2998,2507188,2507188,34,48.5,2400033792,0x0,283616,0,4352480,180,34.5,58.5
3003,2507188,2507188,34,48.0,2400023808,0x0,283620,0,4341460,181,38.4,61.6
3008,2507188,2507188,34,47.4,2400037120,0x0,283616,0,4363212,181,36.9,61.6
3013,2507192,2507192,34,47.4,2400037120,0x0,267852,0,4354352,181,44.4,70.8
3018,2507192,2507192,34,48.5,2400020480,0x0,283608,0,4340412,181,36.3,58.5
3023,2507192,2507192,34,48.0,2400037120,0x0,267852,0,4331820,182,39.5,64.7
3028,2507192,2507192,34,48.5,2400030464,0x0,252208,0,4349448,182,43.4,64.7
3033,2507192,2507192,34,48.0,2400020480,0x0,220592,0,4337540,182,39.6,67.8
3038,2507196,2507196,34,46.9,2400033792,0x0,173440,84,4341892,183,46.3,70.8
3043,2507196,2507196,34,48.0,2400033792,0x0,126048,136,4375136,183,41.7,70.8
3049,2507196,2507196,34,48.5,2400027136,0x0,229352,7144,4345740,183,31.2,47.6
3054,2507196,2507196,34,47.4,2400020480,0x0,405556,4252,4345240,184,18.6,26.9
3059,2507196,2507196,34,48.5,2400030464,0x0,315264,0,4348364,184,47.2,79.6
3064,2507200,2507200,34,48.0,2400030464,0x0,252224,0,4344432,184,48.8,73.9
3069,2507200,2507200,34,48.0,2400023808,0x0,252580,0,4341308,185,36.6,61.6
3074,2507200,2507200,34,46.3,2400027136,0x0,267972,0,4335244,185,39.0,58.5
3079,2507200,2507200,34,46.9,2400033792,0x0,283736,0,4356952,185,34.3,58.5
3084,2507200,2507200,34,46.9,2400027136,0x0,241032,11204,4335408,185,48.3,75.7
3089,2507204,2507204,34,47.4,2400020480,0x0,220704,15728,4332104,186,38.8,65.0
3094,2507204,2507204,34,47.4,2400030464,0x0,244028,14844,4341612,186,37.8,58.3
3099,2507204,2507204,34,47.4,2400037120,0x0,362512,0,4343988,186,24.4,38.2
3104,2507204,2507204,34,47.4,2400027136,0x0,267980,0,4339756,187,49.9,80.1
3109,2507204,2507204,34,46.9,2400020480,0x0,267968,0,4335556,187,39.5,61.6
3114,2507208,2507208,34,47.4,2400033792,0x0,267988,0,4323532,187,36.3,61.6
3120,2507208,2507208,34,45.8,2400020480,0x0,312184,8140,4259072,188,38.2,59.5
3125,2507208,2507208,34,47.4,2400033792,0x0,291412,15692,4350236,188,39.6,62.4
3130,2507208,2507208,34,46.9,2400030464,0x0,275608,8140,4330324,188,39.4,66.6
3135,2507208,2507208,34,45.8,2400030464,0x0,129516,12288,4335604,188,56.9,89.3
